taxa	sixhr_dmg	in_6_subset	arabi-defline	baseMean	H1U1_log2FC	I1U1_log2FC	I1H1_log2FC	H6U1_log2FC	I6U1_log2FC	I6H6_log2FC	onehr_dmg	in_1_subset	D_sixhr_dmg	D_in_6_subset	D_onehr_dmg	D_in_1_subset
Vigun09g241500			"cytochrome b6f complex subunit (petM), putative"	22976.96307	-1.088144089	-0.609136916	0.479007172	-1.347813915	-2.249450439	-0.901636524			-			
Vigun09g244300			Brassinosteroid signalling positive regulator (BZR1) family protein	225.4045074	-0.509385008	-0.256956498	0.25242851	-1.41326402	-1.037109568	0.376154452			-			
Vigun09g244600			J-domain protein required for chloroplast accumulation response 1	309.5849063	0.592075953	-0.245875736	-0.837951689	-3.314453636	-2.888736386	0.42571725			-			
Vigun09g245900			"HAD-superfamily hydrolase, subfamily IG, 5\'-nucleotidase"	45.59852547	0.406521273	-0.248449184	-0.654970456	-1.601346359	-1.883615384	-0.282269025			-			
Vigun09g247600			ADPGLC-PPase large subunit	19.91298647	-0.703649855	-0.782434029	-0.078784175	-1.615657734	-1.342078517	0.273579217			-			
Vigun09g249300			ATP-dependent protease La (LON) domain protein	315.277281	-0.831035465	-1.236679366	-0.405643901	-2.124667853	-2.562943043	-0.438275189			-			
Vigun09g250000			Papain family cysteine protease	5392.271007	-0.768284888	-1.270634384	-0.502349497	-1.352017405	-1.548161261	-0.196143856			-			
Vigun09g251500			glyoxal oxidase-related protein	2.654834656	0.608578364	0.783010429	0.174432065	-3.608403288	-1.729201493	1.879201795			-			
Vigun09g254100			Pathogenesis-related thaumatin superfamily protein	73.22017329	-1.055880377	-0.839032153	0.216848224	-1.646059576	-2.408782621	-0.762723046			-			
Vigun09g254200			no annotation	26.37906433	-0.196046155	-0.36284434	-0.166798185	-1.052071406	-2.183000566	-1.13092916			-	In-amplified		
Vigun09g254500			no annotation	1149.662734	-0.837311413	-0.986975891	-0.149664478	-2.670209894	-2.416646287	0.253563608			-			
Vigun09g257200			phospholipase D delta	16.94881144	-0.281124867	-1.335108589	-1.053983722	-1.54474388	-1.969623378	-0.424879497			-			
Vigun09g257300			plastocyanin 1	23646.39429	-0.950045842	-0.520062956	0.429982886	-1.447315329	-2.542468518	-1.095153189			-	In-amplified		
Vigun09g257700			HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain	40.99194494	0.079162284	0.172364783	0.093202499	-1.514873557	-2.876587154	-1.361713596			-	In-amplified		
Vigun09g258600			FtsH extracellular protease family	3331.226192	-0.068125927	-0.385751404	-0.317625478	-1.491533793	-1.908274163	-0.416740369			-			
Vigun09g258800			Protein of unknown function (DUF630 and DUF632)	17.29926167	0.511833019	0.299809708	-0.212023311	-1.822098283	-1.889819775	-0.067721492			-			
Vigun09g258900			Arabidopsis protein of unknown function (DUF241)	20.45594535	-0.359130162	0.617091172	0.976221334	-1.070966133	-0.38671212	0.684254013			-			
Vigun09g260100			catalase 2	6965.065412	-0.347949688	-0.361487911	-0.013538223	-1.57755455	-1.835776681	-0.258222131			-			
Vigun09g260200			Plant regulator RWP-RK family protein	24.12282443	0.370787804	0.085192801	-0.285595003	-1.155670761	-0.336131572	0.819539189			-			
Vigun09g261900			glyceraldehyde-3-phosphate dehydrogenase B subunit	8970.162848	-0.224706382	-0.257892473	-0.033186091	-1.765809916	-2.541053733	-0.775243818			-			
Vigun09g262200			DHHC-type zinc finger family protein	61.14272556	-0.587648868	-0.708920054	-0.121271186	-1.115721304	-1.743792328	-0.628071024			-			
Vigun09g263000			NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	7.48018164	-1.546219635	-2.626582693	-1.080363058	-2.632676964	-2.004926032	0.627750932			-			
Vigun09g263400			Photosystem II reaction center PsbP family protein	330.3035315	-0.857914664	-0.393786426	0.464128237	-1.130781487	-1.308077867	-0.17729638			-			
Vigun09g265500			3-ketoacyl-CoA synthase 4	71.12460572	-0.056208678	-0.165756742	-0.109548064	-1.289557177	-0.935073534	0.354483642			-			
Vigun09g265800			NmrA-like negative transcriptional regulator family protein	16.86700518	-0.805207303	-1.117326271	-0.312118968	-1.456540007	-1.365571274	0.090968733			-			
Vigun09g269800			fructose-bisphosphate aldolase 2	13029.57835	0.236445316	0.00392184	-0.232523476	-1.683712111	-2.547019631	-0.86330752			-			
Vigun09g271700			SAUR-like auxin-responsive protein family	16.8837079	-2.149633357	-2.341935801	-0.192302443	-2.487086148	-4.768280783	-2.281194636			--	In-amplified		
Vigun09g271800			SAUR-like auxin-responsive protein family	33.74556012	-2.498621017	-1.888217025	0.610403992	-3.263582725	-3.912913753	-0.649331029			--			
Vigun09g273500			PLC-like phosphodiesterases superfamily protein	391.5310349	0.304854344	0.033397383	-0.271456961	-2.168384028	-2.088360139	0.080023889			-			
Vigun09g277100			Seven transmembrane MLO family protein	897.7853172	-0.402959318	-0.502675506	-0.099716188	-1.523285453	-1.385194657	0.138090796			-			
Vigun10g001300			Protein of unknown function (DUF3411)	160.9678643	-1.897236263	-0.963469535	0.933766728	-1.366390544	-2.27698614	-0.910595596			-			
Vigun10g002600			aminophospholipid ATPase 1	8.48998913	-0.266798772	-0.435587504	-0.168788732	-1.463827922	-1.323726017	0.140101905			-			
Vigun10g007100			Mitochondrial transcription termination factor family protein	21.95951965	-0.863219768	-0.941660955	-0.078441187	-1.285812282	-0.915518431	0.370293851			-			
Vigun10g008200			Auxin efflux carrier family protein	2.587582499	-1.420883403	-2.645674927	-1.224791523	-3.286782174	-3.520798837	-0.234016663			--			
Vigun10g011000			zinc ion binding	74.81954763	-0.713095506	-0.733980792	-0.020885286	-1.814071472	-2.022676753	-0.208605281			-			
Vigun10g015100			cyclin p4;1	60.34062605	-0.550585803	-0.838297764	-0.287711961	-1.76226016	-1.617362228	0.144897931			-			
Vigun10g016100			methyl esterase 10	4.041015556	-0.88474336	-0.821201978	0.063541382	-2.529906587	-5.110859816	-2.580953229			--			
Vigun10g019100			no annotation	5.094857616	0.375349045	-2.018541488	-2.393890534	-4.051587081	-2.984310926	1.067276155			-			
Vigun10g021500			Major facilitator superfamily protein	109.7227537	-1.531284734	-1.507256938	0.024027796	-1.826227994	-1.015756987	0.810471007			-			
Vigun10g022000			alkenal reductase	65.12232321	0.700083193	0.722648881	0.022565688	-1.789075128	-1.203087375	0.585987753			-			
Vigun10g022100			Zinc-binding dehydrogenase family protein	1.370879005	-1.080800323	-1.77473495	-0.693934628	-3.660898646	-1.046137899	2.614760747			-			
Vigun10g022600			Calcium-binding EF hand family protein	24.03135626	-0.970004761	-1.0905087	-0.120503939	-2.62976224	-1.906176707	0.723585533			-			
Vigun10g024800			UDP-Glycosyltransferase superfamily protein	22.90671553	-1.202538607	-1.975445137	-0.77290653	-3.891924963	-4.922866635	-1.030941672			--			
Vigun10g025200			alpha/beta-Hydrolases superfamily protein	103.1337362	-0.521474707	-0.556103469	-0.034628762	-1.561782427	-2.028164834	-0.466382407			-			
Vigun10g025600			FRIGIDA-like protein	360.1661413	-0.046572645	-0.377807056	-0.331234411	-1.168192075	-1.101743017	0.066449057			-			
Vigun10g028300			NAD(P)-binding Rossmann-fold superfamily protein	355.1567597	-0.054193375	-0.233633858	-0.179440483	-1.774922014	-1.785275375	-0.010353361			-			
Vigun10g034200			Disease resistance protein (TIR-NBS-LRR class) family	12.28797664	0.462879641	-0.299449948	-0.762329589	-1.142942125	-1.39183681	-0.248894685			-			
Vigun10g035000			Disease resistance protein (TIR-NBS-LRR class) family	46.88865566	-0.310023334	0.049020015	0.359043349	-1.236080625	-1.04353801	0.192542615			-			
Vigun10g037300			Protein of unknown function (DUF506)	115.9566697	-1.336712989	-0.087789601	1.248923388	-3.093345242	-4.479346752	-1.386001511			--			
Vigun10g040400			basic helix-loop-helix (bHLH) DNA-binding superfamily protein	80.64861423	-0.249587429	-0.538720801	-0.289133372	-1.012006218	-1.121738614	-0.109732396			-			
Vigun10g043500			Auxin efflux carrier family protein	17.23871084	-0.601079593	-0.934979093	-0.3338995	-1.424983326	-0.913509614	0.511473712			-			
Vigun10g044900			"cytochrome P450, family 82, subfamily C, polypeptide 4"	9.650483123	-1.130417316	-1.726172655	-0.595755339	-1.468616145	-0.758956671	0.709659474			-			
Vigun10g048200			Uncharacterised protein family SERF	461.6625307	0.179591618	-0.019608132	-0.19919975	-1.443949597	-1.822438196	-0.378488599			-			
Vigun10g048500			no annotation	121.6158843	0.306528755	-0.663841213	-0.970369968	-3.552056595	-3.576665021	-0.024608427			--			
Vigun10g050700			NAD(P)-linked oxidoreductase superfamily protein	330.428412	0.086801119	-0.689454147	-0.776255266	-2.134130582	-2.115274861	0.018855722			-			
Vigun10g050900			no annotation	108.0306432	0.123627214	-0.989414359	-1.113041573	-1.276586155	-1.583078802	-0.306492647			-			
Vigun10g054100			P-loop containing nucleoside triphosphate hydrolases superfamily protein	5.205199544	-1.443717029	-1.449672268	-0.005955239	-1.907157916	-2.545835288	-0.638677372			-			
Vigun10g054700			receptor like protein 6	6.779785076	-0.794857196	-0.660597552	0.134259644	-1.705453588	-2.17655025	-0.471096663			-			
Vigun10g055300			receptor like protein 7	2.219407624	-1.997909177	-1.059180931	0.938728246	-2.546053587	-3.160775613	-0.614722027			--			
Vigun10g056500			no annotation	15.81588822	-0.880081603	-0.58878628	0.291295324	-1.088517081	-1.271810727	-0.183293647			-			
Vigun10g057800			metallothionein 2A	635.1220119	-0.781311775	-1.132310279	-0.350998504	-1.322815274	-1.579685681	-0.256870406			-			
Vigun10g059700			Mitochondrial substrate carrier family protein	193.9962214	-0.605551056	-0.75550367	-0.149952613	-1.630753049	-0.974338684	0.656414365			-			
Vigun10g059800			isochorismate synthase 2	124.4609257	-1.373990365	-0.771315692	0.602674672	-1.197731901	-1.392648203	-0.194916302			-			
Vigun10g059900			auxin response factor 9	450.136013	0.336965739	-0.185405846	-0.522371586	-1.59503357	-2.067559077	-0.472525507			-			
Vigun10g060500			no annotation	182.2595401	-0.856139548	-1.333804512	-0.477664964	-1.755211784	-1.829020656	-0.073808873			-			
Vigun10g064600			AGAMOUS-like 20	5.230976321	0.34601438	0.018289305	-0.327725075	-2.286743462	-1.421110363	0.865633099			-			
Vigun10g066900			myb-like HTH transcriptional regulator family protein	5.809336888	-1.263633706	-2.010219711	-0.746586005	-2.549233422	-1.99692307	0.552310352			-			
Vigun10g067100			expansin A4	16.67706107	-1.258985446	-1.09834511	0.160640336	-1.11164567	-1.523573177	-0.411927508			-			
Vigun10g071300			Concanavalin A-like lectin family protein	114.8695435	-0.29645947	-0.635047684	-0.338588214	-1.240296413	-1.608368723	-0.36807231			-			
Vigun10g074300			glycerol-3-phosphate acyltransferase 6	9.947952766	0.050272047	0.576553197	0.526281149	-2.380793414	-2.782753149	-0.401959735			-			
Vigun10g074900			Transmembrane amino acid transporter family protein	1029.141719	-0.519227359	-0.76084982	-0.241622462	-1.159927754	-1.533787344	-0.373859589			-			
Vigun10g077500			Plant protein of unknown function (DUF247)	86.26548879	-1.051233562	-0.777012068	0.274221494	-1.284411003	-1.974719261	-0.690308258			-			
Vigun10g077600			no annotation	56.01556173	-0.636707898	-0.450384693	0.186323205	-1.269247218	-2.270852721	-1.001605503			-	In-amplified		
Vigun10g077800			glutathione S-transferase TAU 8	29.08922717	-0.048105987	-0.379711279	-0.331605291	-1.701234045	-2.569639338	-0.868405294			-			
Vigun10g078500			light harvesting complex photosystem II	15756.44566	-0.243421421	-0.456289394	-0.212867973	-1.281004266	-3.097364088	-1.816359823			--	In-amplified		
Vigun10g078600			high mobility group B1	4906.312651	0.02860856	-0.221360783	-0.249969343	-1.39485194	-1.47879721	-0.08394527			-			
Vigun10g080700			fatty acid desaturase 8	673.6201772	0.091958987	-0.086613923	-0.178572909	-1.861477082	-2.142235095	-0.280758013			-			
Vigun10g086100			ferretin 1	2374.961133	-0.520613329	-0.787181008	-0.266567678	-2.05281745	-1.839367937	0.213449513			-			
Vigun10g088600			Tautomerase/MIF superfamily protein	75.68243498	-0.867432983	-1.038251067	-0.170818085	-1.262959397	-2.284588634	-1.021629237			-	In-amplified		
Vigun10g095800			Peroxidase superfamily protein	4.58325951	0.027161529	-0.824437296	-0.851598826	-2.124553544	-1.703505601	0.421047944			-			
Vigun10g097500			ovate family protein 2	49.91819352	-1.407091399	-1.389055862	0.018035537	-1.104352239	-0.917448388	0.186903851			-			
Vigun10g097600			with no lysine (K) kinase 5	176.6551605	-0.999885166	0.013099476	1.012984642	-2.20161069	-2.065367246	0.136243444			-			
Vigun10g099300			basic helix-loop-helix (bHLH) DNA-binding superfamily protein	38.93923328	0.371210159	-0.080001322	-0.451211481	-1.565153181	-1.873762974	-0.308609793			-			
Vigun10g100000			protein kinase family protein / protein phosphatase 2C ( PP2C) family protein	198.786816	0.015288785	-0.387081434	-0.402370219	-1.178764906	-1.127026654	0.051738252			-			
Vigun10g103100			no annotation	4.370438993	-1.239174366	-1.191936246	0.04723812	-4.195880313	-3.673525408	0.522354905			--			
Vigun10g103200			no annotation	249.8094732	-0.564926673	-0.723951467	-0.159024795	-1.142190357	-0.722629938	0.41956042			-			
Vigun10g104400			"cytochrome P450, family 83, subfamily B, polypeptide 1"	12.75260956	0.29742824	-0.502809696	-0.800237935	-3.753373221	-4.329869538	-0.576496317			--			
Vigun10g105300			"cytochrome P450, family 722, subfamily A, polypeptide 1"	21.24278745	-0.49700543	-0.910333374	-0.413327944	-2.063786702	-1.773323423	0.290463279			-			
Vigun10g105600			"cytochrome P450, family 83, subfamily B, polypeptide 1"	120.8193705	-0.368248418	-1.102505702	-0.734257284	-1.778278172	-1.57155161	0.206726563			-			
Vigun10g105800			"cytochrome P450, family 83, subfamily B, polypeptide 1"	6.313441297	-3.355236664	-3.537291265	-0.182054601	-4.743099141	-4.586930508	0.156168633			--			
Vigun10g105900			"cytochrome P450, family 83, subfamily B, polypeptide 1"	709.9206725	-1.827399301	-2.232130849	-0.404731548	-3.802391114	-3.794153499	0.008237615			--			
Vigun10g106100			"cytochrome P450, family 83, subfamily B, polypeptide 1"	254.3805036	-1.585909926	-1.978836977	-0.392927051	-5.024648146	-4.737318947	0.287329199			--			
Vigun10g106200			"cytochrome P450, family 83, subfamily B, polypeptide 1"	91.08103755	-2.332166526	-2.861074563	-0.528908037	-5.271615077	-4.637600769	0.634014309			--			
Vigun10g106300			"cytochrome P450, family 71, subfamily B, polypeptide 37"	24.31490357	-2.455814663	-2.440533263	0.0152814	-4.894146579	-5.699027801	-0.804881222			--			
Vigun10g108900			no annotation	7.191081414	-0.662543067	-0.587475791	0.075067276	-2.285952983	-1.994468757	0.291484226			-			
Vigun10g114300			"cytochrome P450, family 704, subfamily A, polypeptide 2"	18.46839777	0.35687594	-1.173364235	-1.530240175	-1.260762444	-1.547943074	-0.28718063			-			In-accelerated
Vigun10g115200			"cytochrome P450, family 76, subfamily C, polypeptide 4"	140.3456991	-0.673685505	-1.254998294	-0.581312789	-2.373724804	-2.215633643	0.158091161			-			
Vigun10g117200			glutaredoxin-related	29.73908213	-0.040601029	-0.331268045	-0.290667016	-2.01143475	-1.72530559	0.28612916			-			
Vigun10g117700			S-locus lectin protein kinase family protein	80.11120559	0.380673205	1.102513843	0.721840639	-1.041533692	-2.417625175	-1.376091483			-	In-amplified		
Vigun10g119500			RING/U-box superfamily protein	8.728580377	0.631295001	-0.993280702	-1.624575703	-1.437241054	-1.750145619	-0.312904565			-			
Vigun10g124000			no annotation	188.5691923	-0.974843643	-1.333431413	-0.35858777	-1.731920837	-2.732110759	-1.000189923			-	In-amplified		
Vigun10g127700			F-box/RNI-like/FBD-like domains-containing protein	560.4023742	-1.0950534	-1.215231386	-0.120177986	-1.317144973	-0.660428795	0.656716179			-			
Vigun10g130900			"cytochrome P450, family 86, subfamily A, polypeptide 8"	7.645614193	0.09498451	-0.169558086	-0.264542597	-1.986318247	-2.560476269	-0.574158023			-			
Vigun10g138500			Nuclear transport factor 2 (NTF2) family protein	288.0113617	-0.340681444	-0.706573757	-0.365892312	-2.118301002	-2.323435397	-0.205134395			-			
Vigun10g140600			no annotation	4696.877126	-0.760937032	-0.51572033	0.245216702	-1.187059667	-1.723231999	-0.536172331			-			
Vigun10g141500			no annotation	2333.396403	0.308335613	-0.276346723	-0.584682336	-2.178893297	-2.824402717	-0.64550942			-			
Vigun10g143200			no annotation	3.326755496	-1.844881517	-1.540828733	0.304052784	-2.444666989	-1.103832647	1.340834342			-			
Vigun10g144500			no annotation	205.9144633	-0.213332948	-0.702489441	-0.489156493	-1.566809923	-1.693351277	-0.126541354			-			
Vigun10g145700			no annotation	4.071005381	-1.42144297	-1.284897454	0.136545516	-1.974817695	-1.242671278	0.732146416			-			
Vigun10g146200			Cytochrome b561/ferric reductase transmembrane with DOMON related domain	34.34533515	-0.384389162	-0.320446132	0.06394303	-1.572448745	-1.74814637	-0.175697625			-			
Vigun10g149500			"cytochrome P450, family 78, subfamily A, polypeptide 6"	213.3360143	-0.927290359	-1.440750428	-0.513460069	-2.957839372	-3.277913829	-0.320074457			--			
Vigun10g150100			SAUR-like auxin-responsive protein family	173.7850221	-0.057485641	-0.957107569	-0.899621928	-1.660288647	-2.20412022	-0.543831572			-			
Vigun10g150400			S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	146.6124302	0.390752156	-0.03341676	-0.424168916	-1.597015346	-1.188721002	0.408294344			-			
Vigun10g151700			UDP-Glycosyltransferase superfamily protein	1205.055406	0.321951753	-0.145172478	-0.46712423	-2.237168056	-2.765764072	-0.528596016			-			
Vigun10g152100			pseudo-response regulator 9	1383.979941	-0.589611873	-0.87060459	-0.280992716	-3.604346526	-3.584452642	0.019893884			--			
Vigun10g153300			Homeodomain-like superfamily protein	1007.004421	0.47674324	-0.097768361	-0.574511601	-2.852522333	-3.360643002	-0.508120669			--			
Vigun10g153500			pyrophosphorylase 1	12.76540686	-0.644789918	0.58753696	1.232326878	-2.110060926	-2.3044925	-0.194431574			-			
